iter	Logloss
588	0.008139085771
589	0.008122648393
590	0.008110220661
591	0.008095119379
592	0.008086574371
593	0.008070681646
594	0.008062248963
595	0.008060725659
596	0.008040130036
597	0.008023343732
598	0.008011497336
599	0.007997589921
600	0.007984534899
601	0.00797331364
602	0.007964073659
603	0.007941861235
604	0.007934633008
605	0.007928187415
606	0.007920859299
607	0.007904232377
608	0.007888474576
609	0.007880138638
610	0.007872667147
611	0.007866859236
612	0.007858461558
613	0.00785047609
614	0.007838481376
615	0.007832050785
616	0.007811340083
617	0.007805140146
618	0.007790547085
619	0.007786227394
620	0.007777286809
621	0.007776048152
622	0.007762175287
623	0.007750481824
624	0.007742703718
625	0.007730974457
626	0.007724799439
627	0.007717718734
628	0.007705255076
629	0.007697080647
630	0.007688647915
631	0.007681862956
632	0.007673977643
633	0.007665256052
634	0.007659518197
635	0.007650974465
636	0.007645019897
637	0.007632662916
638	0.007621436754
639	0.007605150709
640	0.007593692002
641	0.007580610742
642	0.007564136993
643	0.007550709657
644	0.007546324919
645	0.007540796206
646	0.007531562327
647	0.007523217705
648	0.007517031499
649	0.007509259086
650	0.007504393845
651	0.007496983047
652	0.007483921638
653	0.007478212252
654	0.007448835948
655	0.007436726482
656	0.007423835411
657	0.007417767002
658	0.007401351617
659	0.007392794791
660	0.007381318002
661	0.007373752915
662	0.007360557156
663	0.007350953542
664	0.007338564537
665	0.00732773548
666	0.007320499485
667	0.007313434863
668	0.007301566005
669	0.007291461784
670	0.007285378199
671	0.007279506314
672	0.007275316586
673	0.007268738324
674	0.007261198295
675	0.007254722817
676	0.007250702666
677	0.007239032445
678	0.007226585698
679	0.007213517353
680	0.007207458916
681	0.007201568485
682	0.00719506874
683	0.007188850556
684	0.007177969445
685	0.00717228975
686	0.007162664891
687	0.007159502844
688	0.007155063227
689	0.007149377228
690	0.007143706355
691	0.007138058972
692	0.00712348464
693	0.00711227799
694	0.007109776303
695	0.00709978807
696	0.007092727107
697	0.007081268614
698	0.007075908286
699	0.007067868948
700	0.007059580679
701	0.007047905285
702	0.007044468117
703	0.007034117615
704	0.007030318796
705	0.007023106432
706	0.007019623167
707	0.007008746799
708	0.007000492444
709	0.006991778632
710	0.006979183483
711	0.006966526956
712	0.006956139611
713	0.006950526355
714	0.006942276065
715	0.006939109752
716	0.006928737646
717	0.006914770802
718	0.006900991403
719	0.006894810847
720	0.006885679058
721	0.006879281695
722	0.00687416821
723	0.006866074182
724	0.006861706597
725	0.006856344555
726	0.006843109395
727	0.006835434529
728	0.006822443367
729	0.006815128425
730	0.006809723115
731	0.006804162003
732	0.00679906923
733	0.006794121383
734	0.006786574182
735	0.006778017886
736	0.00677164504
737	0.006765379324
738	0.006752068314
739	0.006747539033
740	0.006735522323
741	0.00672734315
742	0.006719689648
743	0.006709116623
744	0.006701591711
745	0.006691454037
746	0.006687335523
747	0.006681344367
748	0.006675753224
749	0.006671852129
750	0.006664650975
751	0.006657947437
752	0.006641227779
753	0.006635873926
754	0.006631372686
755	0.006625332607
756	0.006616113593
757	0.006611550749
758	0.006605100498
759	0.006598753822
760	0.006595160691
761	0.00659113892
762	0.006587663889
763	0.00658333853
764	0.006581732102
765	0.006575744961
766	0.006565400388
767	0.00655471793
768	0.006551344328
769	0.006540531324
770	0.006532113568
771	0.006529566622
772	0.006525390278
773	0.006517828246
774	0.00651283318
775	0.006501440077
776	0.006493004784
777	0.006483024871
778	0.006477799363
779	0.006473524203
780	0.006470375473
781	0.0064588242
782	0.006454162731
783	0.00645058825
784	0.006440995198
785	0.006439013378
786	0.006435810874
787	0.006425790882
788	0.006418239083
789	0.00641298065
790	0.006406712637
791	0.006400846662
792	0.006396110185
793	0.006385368127
794	0.00637961554
795	0.006368529979
796	0.006364458714
797	0.00636050048
798	0.006354513528
799	0.00634837166
800	0.006342874975
801	0.006339121781
802	0.006328415453
803	0.006319920996
804	0.006313418045
805	0.006309170059
806	0.006290369463
807	0.006283817499
808	0.00628005958
809	0.006276413862
810	0.006270218852
811	0.006264927204
812	0.006256940356
813	0.006249954706
814	0.006241778051
815	0.006237251816
816	0.006225715717
817	0.006217008055
818	0.006212064001
819	0.006206910221
820	0.006194108836
821	0.006184321358
822	0.006178442862
823	0.006169683519
824	0.006165134367
825	0.006156087311
826	0.006140325146
827	0.006133463575
828	0.006130118168
829	0.00612575214
830	0.006119556194
831	0.006116076167
832	0.006112275293
833	0.006100531312
834	0.006093232389
835	0.006088170994
836	0.006076698828
837	0.006060813787
838	0.006057069375
839	0.006047734736
840	0.006039727599
841	0.006026519354
842	0.006019087036
843	0.006013080918
844	0.006005167199
845	0.005993940151
846	0.005988273888
847	0.00598149737
848	0.005970664299
849	0.005960908827
850	0.005955967253
851	0.005950848672
852	0.00594087003
853	0.005937287939
854	0.005928805863
855	0.005924085223
856	0.005915810127
857	0.005913143478
858	0.005905218726
859	0.005903898473
860	0.005899091762
861	0.005888478205
862	0.005885564459
863	0.005880251367
864	0.00587906032
865	0.005876699413
866	0.005869041245
867	0.005867369177
868	0.005862198807
869	0.005860655536
870	0.005850700265
871	0.005842163997
872	0.005838882903
873	0.005834861995
874	0.005826926191
875	0.005817298914
876	0.005807308286
877	0.005795081493
878	0.005782949037
879	0.005778467699
880	0.005772344936
881	0.005762725795
882	0.005754988839
883	0.005742864365
884	0.005740133182
885	0.005735540582
886	0.005729540016
887	0.005728709884
888	0.005723008278
889	0.005721772063
890	0.005713121815
891	0.005710253536
892	0.005706440555
893	0.005702203713
894	0.00569636667
895	0.005690356336
896	0.005682986534
897	0.005679787357
898	0.005674698922
899	0.0056694445
900	0.005666770401
901	0.005659038621
902	0.005654873208
903	0.005645724656
904	0.005636092301
905	0.005631258421
906	0.005619857958
907	0.005612791605
908	0.005603896654
909	0.005592839717
910	0.0055891311
911	0.005586840588
912	0.005571367065
913	0.005565772112
914	0.005559699332
915	0.005549957333
916	0.005547123608
917	0.005544022061
918	0.005539224118
919	0.005532545145
920	0.005519254551
921	0.005510683156
922	0.005506623949
923	0.005502029422
924	0.005493447579
925	0.005489673352
926	0.005488603419
927	0.00548373763
928	0.005476272617
929	0.005473549506
930	0.005463928171
931	0.005456583592
932	0.005448760689
933	0.005439159535
934	0.005433999862
935	0.005430425886
936	0.005424402057
937	0.005423772193
938	0.005406430414
939	0.005402545421
940	0.005396487687
941	0.005389721593
942	0.00538293337
943	0.005376423862
944	0.005369212784
945	0.005364367964
946	0.0053543361
947	0.005349725546
948	0.005347241766
949	0.00534473431
950	0.005335824132
951	0.005334894058
952	0.005323893796
953	0.005318508181
954	0.005315004885
955	0.005305772886
956	0.005301388068
957	0.005294079049
958	0.005288786866
959	0.005281852215
960	0.005267884514
961	0.00525934026
962	0.005256794331
963	0.005255335591
964	0.005248775447
965	0.005243649827
966	0.005233787336
967	0.005226373657
968	0.005215592347
969	0.005212160332
970	0.005203141896
971	0.005194518454
972	0.005185767142
973	0.005180942851
974	0.005176559107
975	0.005171854307
976	0.00516942088
977	0.005166856874
978	0.005162800265
979	0.005155757921
980	0.005153842535
981	0.005144742746
982	0.005137128391
983	0.005129716979
984	0.00512777971
985	0.005122466008
986	0.005119489409
987	0.005112406029
988	0.005103774664
989	0.005100008268
990	0.005092352995
991	0.005086021636
992	0.005080534455
993	0.005077398625
994	0.005074054031
995	0.005069069749
996	0.005065596202
997	0.00506008859
998	0.005049318457
999	0.005044845008
