iter	Logloss
0	0.5032448906
1	0.3721313484
2	0.2787121699
3	0.2133593047
4	0.1618371611
5	0.1198899137
6	0.09480263348
7	0.07868524668
8	0.06805300063
9	0.06021353574
10	0.05433497921
11	0.05058414189
12	0.04753716515
13	0.04521285836
14	0.04348257707
15	0.04210426228
16	0.04051786521
17	0.03931994403
18	0.03857191338
19	0.03755724585
20	0.03618504664
21	0.0357400498
22	0.03534608748
23	0.03485007206
24	0.03444542643
25	0.03369756493
26	0.03332389681
27	0.03300090642
28	0.03276778159
29	0.03240767496
30	0.03207891867
31	0.03176444542
32	0.0315061635
33	0.03125790956
34	0.03106981429
35	0.03086897569
36	0.03061782594
37	0.03007007976
38	0.02991541481
39	0.0296628662
40	0.0295174989
41	0.02935756724
42	0.02918609316
43	0.02832927663
44	0.02819485298
45	0.02755370218
46	0.02708051464
47	0.02667536571
48	0.02632326126
49	0.02596903645
50	0.02577595423
51	0.02561713021
52	0.02552752004
53	0.02540888004
54	0.0252479117
55	0.02513989178
56	0.02487469747
57	0.02470273366
58	0.02461560413
59	0.02452153334
60	0.02438741051
61	0.0242674179
62	0.02412772696
63	0.02404284481
64	0.0239503689
65	0.02386255152
66	0.02370628865
67	0.02361641327
68	0.02346744776
69	0.0233741178
70	0.02329653468
71	0.02318291392
72	0.02308219906
73	0.02297093573
74	0.02285738216
75	0.02273430362
76	0.0226416949
77	0.0225105398
78	0.02242211862
79	0.02234762627
80	0.02228245582
81	0.02221394653
82	0.02214800892
83	0.0220662572
84	0.02200598993
85	0.02192545855
86	0.02187662446
87	0.02183081292
88	0.02172463535
89	0.02166090278
90	0.02158869601
91	0.02152619935
92	0.02145567497
93	0.02138689181
94	0.0213013976
95	0.02123644646
96	0.02117827304
97	0.02113117299
98	0.02107943038
99	0.02090298641
100	0.02083307013
101	0.0207741603
102	0.02070784714
103	0.020641949
104	0.02058416329
105	0.02053252429
106	0.0204590447
107	0.02039411649
108	0.02030360176
109	0.02023418349
110	0.02017851423
111	0.02011508858
112	0.01999525481
113	0.0199339849
114	0.01987804089
115	0.01981788593
116	0.01976485894
117	0.01970200878
118	0.01966087503
119	0.0196329771
120	0.01957396513
121	0.01950379121
122	0.01943861165
123	0.01939144753
124	0.01933040259
125	0.019260246
126	0.01919753638
127	0.01912733213
128	0.01909248776
129	0.01904746919
130	0.01899633742
131	0.01893439814
132	0.01887677415
133	0.01880774495
134	0.01874435814
135	0.01862327
136	0.01856023868
137	0.01852520443
138	0.0184783372
139	0.01843524283
140	0.01840133333
141	0.01834768009
142	0.01829513518
143	0.01824526202
144	0.01817206611
145	0.01814189249
146	0.01809747887
147	0.01806754815
148	0.01798457792
149	0.01794228656
150	0.01786606777
151	0.01780973338
152	0.01774824042
153	0.01768021022
154	0.0176163453
155	0.01758552837
156	0.01753222975
157	0.01746358526
158	0.01742075
159	0.01736749888
160	0.01732035655
161	0.01728709519
162	0.01725677097
163	0.01722061209
164	0.01717868173
165	0.0171370153
166	0.01709626856
167	0.01702308787
168	0.01698628802
169	0.01696085968
170	0.01693615714
171	0.01689018782
172	0.01686438004
173	0.01681055645
174	0.01677921443
175	0.01675296157
176	0.01669906913
177	0.0166681356
178	0.0166243786
179	0.0165968391
180	0.01650843282
181	0.01646115641
182	0.01642285213
183	0.01638404515
184	0.01632558663
185	0.01625376803
186	0.0162107019
187	0.01615859062
188	0.01611965093
189	0.01609400451
190	0.01604635042
191	0.01602440815
192	0.01597171868
193	0.01594851708
194	0.01591338986
195	0.01587321219
196	0.01582619269
197	0.01577964982
198	0.01571809081
199	0.01567448348
200	0.01565252035
201	0.0156164736
202	0.01556695321
203	0.01552211982
204	0.01546150909
205	0.01542923678
206	0.01538850267
207	0.01533728909
208	0.01530985822
209	0.01527122544
210	0.01525254069
211	0.01522409267
212	0.01520007305
213	0.01516257313
214	0.01512103158
215	0.01509574414
216	0.01506857792
217	0.01503004978
218	0.01499238587
219	0.01496863217
220	0.01493750461
221	0.0148992244
222	0.01487511789
223	0.01484829093
224	0.0148039629
225	0.01475428714
226	0.01471495505
227	0.01469108179
228	0.01467126111
229	0.01463778593
230	0.01460129123
231	0.01458229496
232	0.01455213421
233	0.01453598085
234	0.01450511304
235	0.01448232726
236	0.01445693748
237	0.0144165585
238	0.01434540784
239	0.01432320245
240	0.01430671081
241	0.01428426063
242	0.01426617927
243	0.01422575462
244	0.01420225133
245	0.01416001347
246	0.01414345187
247	0.01412260618
248	0.01406462206
249	0.01404185396
250	0.01400407051
251	0.01397721395
252	0.01396403022
253	0.01394649234
254	0.01391608256
255	0.01388309009
256	0.01383900135
257	0.01379851359
258	0.01377664088
259	0.013748753
260	0.01372141565
261	0.01369660512
262	0.01368040914
263	0.01365765486
264	0.01364412765
265	0.01360757601
266	0.01359654061
267	0.01356567815
268	0.01353528629
269	0.01351249151
270	0.01347176181
271	0.0134417217
272	0.01340918587
273	0.01338119032
274	0.01335557873
275	0.01332668212
276	0.01330078894
277	0.0132821949
278	0.01324793697
279	0.01322544124
280	0.01319588021
281	0.01317349233
282	0.01314528122
283	0.01312499951
284	0.01310816605
285	0.01308357022
286	0.01305735499
287	0.01302570352
288	0.01301170598
289	0.01299662136
290	0.01297568095
291	0.01295390074
292	0.01293704782
293	0.01292534699
294	0.01291050699
295	0.01288560289
296	0.0128684662
297	0.01284640622
298	0.01282876713
299	0.01280102319
300	0.01275843974
301	0.01274245354
302	0.01272510647
303	0.01270648616
304	0.01268709625
305	0.01265076004
306	0.01263252393
307	0.01259974855
308	0.01258489555
309	0.01256209688
310	0.0125417902
311	0.0125219163
312	0.01249974499
313	0.01247363784
314	0.01245484424
315	0.01243514865
316	0.0124030882
317	0.01237326058
318	0.01236161061
319	0.01234586068
320	0.01232405488
321	0.01231003945
322	0.01228490829
323	0.01226692288
324	0.01225054601
325	0.01223918741
326	0.01221980869
327	0.01220804182
328	0.0121918874
329	0.01217060652
330	0.01215500314
331	0.01213336262
332	0.01210728713
333	0.01208180922
334	0.01205954886
335	0.01204135921
336	0.01202682818
337	0.01201083876
338	0.01198721387
339	0.01197478482
340	0.01195242578
341	0.01191722941
342	0.0119071017
343	0.01189545362
344	0.01187674512
345	0.01184006703
346	0.01181907973
347	0.01180993932
348	0.01179787569
349	0.01179076943
350	0.0117690449
351	0.01175529214
352	0.01172692692
353	0.01170946136
354	0.01169416027
355	0.01166407797
356	0.01163734287
357	0.01158914445
358	0.01156333062
359	0.01153528927
360	0.01151625569
361	0.01146693563
362	0.01145137067
363	0.01143006565
364	0.01139473979
365	0.01136105299
366	0.0113444639
367	0.01132918435
368	0.01130829084
369	0.01128715638
370	0.01126688564
371	0.01126342294
372	0.01123475034
373	0.01121695728
374	0.01120469087
375	0.01118669737
376	0.01117226896
377	0.01115889942
378	0.01114721772
379	0.01112579212
380	0.01111705742
381	0.01111172479
382	0.01108696264
383	0.01107392627
384	0.01105928226
385	0.01104455516
386	0.01103169612
387	0.01101533177
388	0.0109916922
389	0.01097584506
390	0.01096535931
391	0.01094405195
392	0.01092984228
393	0.01090555827
394	0.01089405641
395	0.01087557284
396	0.01086910807
397	0.01085693831
398	0.01084543431
399	0.01084120236
400	0.01083074488
401	0.01079556075
402	0.01077503169
403	0.0107547078
404	0.01074662059
405	0.0107391994
406	0.01073192145
407	0.01071670368
408	0.01070346077
409	0.01069951745
410	0.01067804403
411	0.01065550885
412	0.01064035802
413	0.01062046663
414	0.01059491265
415	0.01058048417
416	0.01056599232
417	0.01054879605
418	0.01052895433
419	0.0104916246
420	0.01047855905
421	0.0104565876
422	0.01044722095
423	0.01041122444
424	0.01038442838
425	0.01037046488
426	0.010355464
427	0.01034913265
428	0.01032871801
429	0.01030112356
430	0.01028503156
431	0.01028293615
432	0.01026123418
433	0.01025245704
434	0.01023842343
435	0.01021153436
436	0.01019888793
437	0.01018861989
438	0.01018159984
439	0.01017148828
440	0.01016368286
441	0.01014638212
442	0.01012446673
443	0.01011370352
444	0.01009800056
445	0.01006303068
446	0.0100454205
447	0.0100211344
448	0.009995544213
449	0.009980732605
450	0.009967683223
451	0.009945214002
452	0.009919931695
453	0.009905081849
454	0.009897267314
455	0.00988807867
456	0.009876417106
457	0.00985939686
458	0.009844672856
459	0.009831384149
460	0.009818498706
461	0.00980881139
462	0.009790191769
463	0.009773302815
464	0.009757038098
465	0.009732317681
466	0.00972100231
467	0.009706837746
468	0.009687203612
469	0.00967851876
470	0.009665621065
471	0.009650971083
472	0.009630830153
473	0.009620102695
474	0.009610222603
475	0.009591607453
476	0.009569387249
477	0.009561699684
478	0.009543766023
479	0.009526932113
480	0.009514248639
481	0.009502682503
482	0.009491933053
483	0.009481096878
484	0.009472398257
485	0.009467860334
486	0.009446493425
487	0.009434716334
488	0.009425178948
489	0.009406705005
490	0.009393304138
491	0.009385692973
492	0.009362991285
493	0.009352660707
494	0.009339129577
495	0.009322810679
496	0.009302362849
497	0.009289210283
498	0.009273869404
499	0.009258533182
500	0.009252686893
501	0.009235503022
502	0.009227691055
503	0.009213351923
504	0.009202878223
505	0.009186716038
506	0.009178658505
507	0.009164656532
508	0.009146628242
509	0.009127708163
510	0.009116271733
511	0.00910255309
512	0.00908966483
513	0.009084908082
514	0.009076438274
515	0.009069158973
516	0.009061741679
517	0.009052340674
518	0.009045440939
519	0.009036208511
520	0.009016253096
521	0.009000887423
522	0.008993015593
523	0.008981894665
524	0.008966144168
525	0.008947771472
526	0.008936265323
527	0.008923281114
528	0.008909981572
529	0.008899090411
530	0.008888286341
531	0.008874176644
532	0.008865176794
533	0.008855713904
534	0.008817367262
535	0.008798886756
536	0.008788692285
537	0.008772296885
538	0.008761112412
539	0.008737140455
540	0.008721862616
541	0.0087077021
542	0.008699983319
543	0.008692813859
544	0.008674167734
545	0.008670225998
546	0.008662926281
547	0.008652118812
548	0.008634475419
549	0.0086246359
550	0.008621341822
551	0.008612900307
552	0.008605178217
553	0.008592052062
554	0.008575144057
555	0.008554428686
556	0.008539571919
557	0.008533992794
558	0.008528282188
559	0.008520376548
560	0.008502659863
561	0.008491063215
562	0.008487850193
563	0.008473941327
564	0.008457534053
565	0.008439339514
566	0.008433636166
567	0.00841298156
568	0.008399774272
569	0.008385886683
570	0.008374904047
571	0.008360592368
572	0.008342299337
573	0.008331546164
574	0.008323063599
575	0.008316388882
576	0.008306762493
577	0.008295106802
578	0.008284524336
579	0.008272049797
580	0.008264375736
581	0.008257882143
582	0.008251790567
583	0.008232123464
584	0.00821657855
585	0.008197505883
586	0.008162300335
587	0.008149260457
