iter	RMSE
279	0.2748129466
280	0.2746125719
281	0.2744197636
282	0.274139417
283	0.2739628142
284	0.2736430738
285	0.2732941682
286	0.2730515348
287	0.2727289866
288	0.2724482332
289	0.272183903
290	0.2719065215
291	0.2715532352
292	0.2713243325
293	0.2710642121
294	0.2707388536
295	0.2705195193
296	0.2702436323
297	0.2700573336
298	0.269673728
299	0.2694516123
300	0.2692355355
301	0.2689628794
302	0.2687198661
303	0.2684493851
304	0.2681312348
305	0.2679262312
306	0.2676739163
307	0.2675186631
308	0.2672342082
309	0.267056305
310	0.26678232
311	0.2664915323
312	0.2662649296
313	0.2660152309
314	0.2657761204
315	0.2655811317
316	0.2653970253
317	0.2650636712
318	0.2648930893
319	0.2646200099
320	0.2644125462
321	0.2641968066
322	0.2639188605
323	0.2637630542
324	0.2635533062
325	0.2634034915
326	0.2631846306
327	0.2629768476
328	0.262800764
329	0.2625530674
330	0.2623282763
331	0.2621035357
332	0.2618604167
333	0.2616514541
334	0.2614487585
335	0.2612408138
336	0.2610633009
337	0.2608608147
338	0.2607043005
339	0.2605170245
340	0.26036141
341	0.2600807596
342	0.2599608344
343	0.2596793018
344	0.2594876557
345	0.259281015
346	0.259012265
347	0.2587265574
348	0.2585122429
349	0.2583105714
350	0.2581384161
351	0.2579372187
352	0.2577312089
353	0.2575754626
354	0.2574231388
355	0.2571448944
356	0.2570118974
357	0.2568832207
358	0.2566980422
359	0.2564644376
360	0.2563090791
361	0.2560457661
362	0.2558395941
363	0.2555683386
364	0.2553887809
365	0.2551059664
366	0.2548537269
367	0.2546313823
368	0.2544277293
369	0.2542470533
370	0.2540813246
371	0.2538948168
372	0.2537198629
373	0.2535527301
374	0.2533168846
375	0.2531387547
376	0.2529614664
377	0.2527861374
378	0.252635218
379	0.2524968369
380	0.2523124922
381	0.2520691926
382	0.2518618819
383	0.2517174039
384	0.2515612949
385	0.2513785775
386	0.2511138389
387	0.2509498027
388	0.2507721732
389	0.2506159429
390	0.2503814553
391	0.2502533464
392	0.2500613003
393	0.2498974314
394	0.2497678064
395	0.2496481916
396	0.2494636971
397	0.249266131
398	0.2491349091
399	0.248936595
400	0.2487780361
401	0.2486195632
402	0.2484373148
403	0.2482378274
404	0.248085146
405	0.2479205322
406	0.2477509531
407	0.2476154893
408	0.2473894924
409	0.2472680279
410	0.2471195024
411	0.246955965
412	0.2468451302
413	0.2466643089
414	0.2464500908
415	0.2462279166
416	0.2460799471
417	0.2459196124
418	0.2456472723
419	0.24541727
420	0.2452855147
421	0.2451492982
422	0.2449856038
423	0.244798557
424	0.244690199
425	0.2444834388
426	0.2443288721
427	0.2441983286
428	0.2440954308
429	0.2439166547
430	0.2437584419
431	0.2436179909
432	0.243477539
433	0.2432940804
434	0.2431737789
435	0.2430015895
436	0.2427883389
437	0.2426853497
438	0.2425236799
439	0.242380875
440	0.2422214314
441	0.2420074601
442	0.2418478281
443	0.2416402363
444	0.2414957776
445	0.2413389183
446	0.2411543544
447	0.2410005252
448	0.2408791264
449	0.2407493144
450	0.2406195827
451	0.2404818501
452	0.2403029926
453	0.2401796502
454	0.2400241808
455	0.2398746587
456	0.2397605492
457	0.2396154193
458	0.2395095997
459	0.2393752199
460	0.2392273575
461	0.2390939292
462	0.2389252725
463	0.2387529056
464	0.2386233088
465	0.2384977559
466	0.2383324051
467	0.2381035639
468	0.2380141093
469	0.2378589936
470	0.2377085047
471	0.2375019872
472	0.2373645921
473	0.2372024746
474	0.2370543614
475	0.2369144124
476	0.236765603
477	0.2366371246
478	0.2364876656
479	0.2363680644
480	0.2361939098
481	0.2361090891
482	0.2359411891
483	0.2357916959
484	0.2356750545
485	0.2355557931
486	0.2354416162
487	0.2353421796
488	0.2352232621
489	0.235090133
490	0.2349602671
491	0.2348749629
492	0.2347402061
493	0.2346096961
494	0.2344843609
495	0.2343698966
496	0.2342033825
497	0.234047997
498	0.2339448164
499	0.2338044582
500	0.2336743623
501	0.2335778295
502	0.2334571307
503	0.2333331829
504	0.2331902983
505	0.2330823221
506	0.2329116805
507	0.2327973085
508	0.2326495192
509	0.232497808
510	0.2323626915
511	0.2322129668
512	0.2321013829
513	0.2319805166
514	0.2318597562
515	0.2316985838
516	0.231548898
517	0.231422297
518	0.2312823337
519	0.2311636612
520	0.2310938281
521	0.2309605628
522	0.2307875564
523	0.2306628299
524	0.2306102172
525	0.2304606312
526	0.230349476
527	0.2301776976
528	0.2300532272
529	0.2299542809
530	0.2298482484
531	0.2297436399
532	0.2296416178
533	0.2295727474
534	0.2294811683
535	0.2293434676
536	0.2292173588
537	0.229067071
538	0.228962587
539	0.2288769393
540	0.2287471041
541	0.2286028737
542	0.2285437342
543	0.2284274828
544	0.2282970949
545	0.2281008952
546	0.2279872645
547	0.2278766347
548	0.2277863067
549	0.2276913832
550	0.2276109409
551	0.2275092259
552	0.227380152
553	0.2272830091
554	0.2271225752
555	0.2270356744
556	0.2269333244
557	0.2268246203
558	0.226693644
559	0.2265371629
560	0.226456118
561	0.226353255
562	0.2262250741
563	0.2260887189
564	0.2259434351
565	0.2258474313
566	0.2257178666
567	0.2256265105
568	0.2255433983
569	0.2254688889
570	0.2253682219
571	0.2253008737
572	0.2251973157
573	0.2251005045
574	0.2249512901
575	0.2248611779
576	0.2246978302
577	0.2246324646
578	0.2245284981
579	0.2244109708
580	0.2242992504
581	0.2242076761
582	0.2240976336
583	0.2240088225
584	0.223900875
585	0.2238135904
586	0.2237021655
587	0.2235879355
588	0.2234642211
589	0.2233573832
590	0.223218195
591	0.2230945892
592	0.2229793773
593	0.2228526178
594	0.2227801838
595	0.2226966783
596	0.222590447
597	0.2224497418
598	0.222356225
599	0.2222435431
600	0.2221215125
601	0.2219770659
602	0.2219111336
603	0.2218342514
604	0.2217688129
605	0.2216925649
606	0.2216289986
607	0.2215660028
608	0.2214701633
609	0.2213906615
610	0.2213054706
611	0.221175753
612	0.2210799167
613	0.2209891532
614	0.2208527079
615	0.2207647748
616	0.2206688005
617	0.2205417538
618	0.2203920201
619	0.2203495922
620	0.2202654889
621	0.2201467207
622	0.220047153
623	0.2199651417
624	0.2198560352
625	0.2197536465
626	0.2196644228
627	0.2195815517
628	0.2194663478
629	0.2193797046
630	0.2193309389
631	0.2192377333
632	0.2191265215
633	0.2190475526
634	0.2189142056
635	0.2187893031
636	0.2186907285
637	0.2185917028
638	0.2185151052
639	0.2183791945
640	0.2183130353
641	0.2182218968
642	0.2181456211
643	0.2180645251
644	0.2180089235
645	0.217879956
646	0.2177654693
647	0.2176829095
648	0.2176058276
649	0.2175067609
650	0.2174073006
651	0.2173231949
652	0.2172517646
653	0.2171413713
654	0.2170352489
655	0.2168915729
656	0.2168018633
657	0.2167121434
658	0.2166274984
659	0.2165479252
660	0.2164236299
661	0.2163377773
662	0.2161910636
663	0.2160890892
664	0.2160281825
665	0.2159316506
666	0.2158036992
667	0.2157339083
668	0.2156462156
669	0.2155595676
670	0.2155032553
671	0.2154219698
672	0.2152866876
673	0.2152322729
674	0.2151128284
675	0.2149827581
676	0.214894655
677	0.214774747
678	0.2146819077
679	0.2145736222
680	0.2145293496
681	0.2144444391
682	0.2143749185
683	0.2142821456
684	0.2141966768
685	0.2141145606
686	0.214033272
687	0.2139295771
688	0.2138895291
689	0.2137896442
690	0.213702584
691	0.2136112593
692	0.2134931866
693	0.2134102095
694	0.2133494671
695	0.2132740691
696	0.2132040537
697	0.2131553316
698	0.2130789509
699	0.2129711441
700	0.2128596641
701	0.2128140974
702	0.2127369297
703	0.2126419992
704	0.2125824488
705	0.2125343912
706	0.2124614548
707	0.2123760271
708	0.2122425227
709	0.2121315346
710	0.2120407892
711	0.2119529964
712	0.2118874067
713	0.2117738711
714	0.2117019413
715	0.2115876812
716	0.211534828
717	0.2114468225
718	0.2113338681
719	0.2112861216
720	0.2111574353
721	0.2111023644
722	0.2110416417
723	0.2109395213
724	0.2108660231
725	0.2107898613
726	0.2106625034
727	0.2106051231
728	0.2105017987
729	0.2104342495
730	0.2103496428
731	0.2102434584
732	0.2101600851
733	0.2100394818
734	0.2099649564
735	0.2098685942
736	0.2097662974
737	0.2097239682
738	0.2096315234
739	0.2095340788
740	0.2094310768
741	0.2093395097
742	0.2092602265
743	0.209132353
744	0.2090628748
745	0.2089856467
746	0.2088750831
747	0.2088097564
748	0.2087457547
749	0.2086129506
750	0.2085446738
751	0.2084941824
752	0.2084112227
753	0.2083400717
754	0.2082680006
755	0.208188926
756	0.2081025185
757	0.208066062
758	0.2079981581
759	0.207921718
760	0.2078548539
761	0.2077814039
762	0.2077004349
763	0.2076153435
764	0.2075334687
765	0.2074695743
766	0.207391654
767	0.2072675641
768	0.2071823003
769	0.2071001311
770	0.2070160313
771	0.2069107565
772	0.206821435
773	0.2067447755
774	0.2066615538
775	0.2066200356
776	0.2065357015
777	0.2064152155
778	0.2063647503
779	0.2062937814
780	0.2062327001
781	0.2061393471
782	0.2060618259
783	0.2059955146
784	0.2059222227
785	0.2058131156
786	0.2057468205
787	0.2056467029
788	0.2055972771
789	0.2055227544
790	0.2054789665
791	0.205417495
792	0.2053287635
793	0.205222488
794	0.2051251809
795	0.2050617743
796	0.2050229282
797	0.2049019968
798	0.2048357334
799	0.2047810132
800	0.2047000481
801	0.204602012
802	0.2045440594
803	0.2044488091
804	0.2043675344
805	0.2042730225
806	0.2042073783
807	0.2041426187
808	0.2040861649
809	0.2040005059
810	0.203942171
811	0.203853126
812	0.2037848125
813	0.2036782162
814	0.2035683352
815	0.2034881903
816	0.20343036
817	0.2033583927
818	0.2033246684
819	0.2032563908
820	0.2031792528
821	0.2030997464
822	0.2030178658
823	0.2029299302
824	0.2029066287
825	0.2028232922
826	0.2027563582
827	0.2026471725
828	0.2025941488
829	0.2025331201
830	0.2024597752
831	0.2023711591
832	0.2022843378
833	0.2022102402
834	0.2021464551
835	0.2020931232
836	0.2020159495
837	0.2019466434
838	0.2018538388
839	0.2017870948
840	0.2016941556
841	0.2016080576
842	0.2015610169
843	0.2015079886
844	0.2014584965
845	0.2013996789
846	0.2012613623
847	0.2011695741
848	0.2011088472
849	0.2010376265
850	0.2009671717
851	0.2009203397
852	0.2008419318
853	0.2007810554
854	0.2007330747
855	0.2006698709
856	0.2006347275
857	0.200580169
858	0.200509461
859	0.2004250047
860	0.2003504816
861	0.2002839363
862	0.2002290563
863	0.2001778233
864	0.2001416314
865	0.2000856424
866	0.2000168361
867	0.1999430841
868	0.1998627101
869	0.199807273
870	0.1996998593
871	0.1996651374
872	0.1996144756
873	0.199520774
874	0.1994891085
875	0.1994289333
876	0.1993510488
877	0.1992745512
878	0.1992048928
879	0.1991600726
880	0.1991145253
881	0.1990425619
882	0.1989680712
883	0.198921717
884	0.1988405922
885	0.1987629178
886	0.1986723859
887	0.1985642063
888	0.1985146007
889	0.1984629875
890	0.1983779156
891	0.1982789085
892	0.1982234055
893	0.1981602836
894	0.1980985567
895	0.1980221352
896	0.1979828659
897	0.1978692232
898	0.1977976087
899	0.197733088
900	0.1976700865
901	0.1976004484
902	0.1975416766
903	0.1974759093
904	0.1974239125
905	0.1973738826
906	0.1972880896
907	0.1972433268
908	0.1971578685
909	0.1970777332
910	0.1970292657
911	0.196942956
912	0.1968809319
913	0.1968328796
914	0.1967795363
915	0.1966567304
916	0.1965789945
917	0.1965116598
918	0.1964738844
919	0.1964150112
920	0.1963518696
921	0.1962894112
922	0.1962274167
923	0.196156045
924	0.1960361049
925	0.1959791723
926	0.1959486654
927	0.1959004992
928	0.1958435484
929	0.1957938255
930	0.1957014257
931	0.1956603211
932	0.1956291524
933	0.1955395985
934	0.1954536418
935	0.1953703193
936	0.1953178028
937	0.1952637166
938	0.19520162
939	0.1951170306
940	0.1950258838
941	0.1949600599
942	0.1948996355
943	0.194860696
944	0.1947904833
945	0.1947504477
946	0.1946990786
947	0.1946396932
948	0.1946151042
949	0.1945630328
950	0.1944973293
951	0.1944074423
952	0.1943431369
953	0.1942432151
954	0.1941860389
955	0.1941262888
956	0.1940706833
957	0.1940327168
958	0.1939828574
959	0.1939306512
960	0.1938828713
961	0.1938034335
962	0.1937286203
963	0.1936709597
964	0.1936405522
965	0.1935989672
966	0.1935498812
967	0.1934797767
968	0.193406437
969	0.193348987
970	0.1932934816
971	0.1932261438
972	0.1931434312
973	0.1931003956
974	0.1930388698
975	0.1929492457
976	0.1928715747
977	0.1927667218
978	0.192715026
979	0.1926710024
980	0.1925930216
981	0.1925387355
982	0.1925055829
983	0.1924375251
984	0.1923718664
985	0.1922995721
986	0.1922542287
987	0.1921007362
988	0.1920163637
989	0.1919669677
990	0.1919359041
991	0.1918898
992	0.1918368127
993	0.191777784
994	0.1917281494
995	0.1917006951
996	0.191632353
997	0.1915687879
998	0.191512912
999	0.1914474321
