iter	Passed	Remaining
340	1299	2511
341	1303	2507
342	1306	2503
343	1310	2498
344	1313	2493
345	1317	2489
346	1320	2485
347	1324	2481
348	1327	2476
349	1331	2472
350	1334	2468
351	1338	2464
352	1342	2459
353	1345	2455
354	1348	2450
355	1352	2446
356	1355	2441
357	1358	2436
358	1362	2432
359	1365	2427
360	1368	2423
361	1372	2418
362	1375	2414
363	1379	2409
364	1382	2405
365	1386	2400
366	1389	2397
367	1393	2393
368	1397	2389
369	1407	2395
370	1411	2392
371	1415	2390
372	1419	2386
373	1423	2382
374	1426	2378
375	1430	2374
376	1434	2371
377	1438	2367
378	1442	2363
379	1446	2360
380	1450	2355
381	1453	2351
382	1456	2346
383	1460	2342
384	1464	2339
385	1467	2334
386	1470	2329
387	1473	2324
388	1478	2321
389	1481	2316
390	1484	2312
391	1487	2307
392	1490	2302
393	1494	2299
394	1498	2294
395	1501	2290
396	1504	2285
397	1508	2281
398	1511	2277
399	1515	2272
400	1518	2267
401	1521	2263
402	1525	2260
403	1529	2256
404	1532	2251
405	1535	2246
406	1539	2243
407	1543	2238
408	1546	2234
409	1549	2229
410	1552	2225
411	1556	2222
412	1560	2217
413	1563	2213
414	1567	2209
415	1570	2205
416	1574	2201
417	1577	2196
418	1580	2191
419	1583	2187
420	1588	2184
421	1591	2179
422	1594	2174
423	1597	2170
424	1600	2165
425	1604	2162
426	1607	2157
427	1611	2153
428	1614	2148
429	1618	2145
430	1621	2140
431	1624	2136
432	1627	2131
433	1630	2126
434	1634	2122
435	1637	2118
436	1640	2113
437	1643	2109
438	1646	2104
439	1650	2100
440	1653	2096
441	1656	2091
442	1660	2087
443	1663	2083
444	1666	2078
445	1670	2074
446	1673	2070
447	1676	2065
448	1679	2061
449	1683	2057
450	1686	2053
451	1689	2048
452	1693	2044
453	1696	2040
454	1699	2036
455	1703	2031
456	1706	2027
457	1709	2022
458	1712	2018
459	1716	2014
460	1719	2010
461	1722	2006
462	1725	2001
463	1729	1997
464	1732	1993
465	1735	1988
466	1738	1984
467	1742	1980
468	1745	1976
469	1749	1972
470	1752	1968
471	1755	1964
472	1759	1960
473	1762	1955
474	1765	1951
475	1768	1947
476	1771	1942
477	1775	1938
478	1778	1934
479	1781	1930
480	1784	1925
481	1788	1921
482	1791	1917
483	1794	1913
484	1797	1909
485	1801	1904
486	1804	1900
487	1807	1896
488	1811	1892
489	1814	1888
490	1817	1884
491	1821	1880
492	1824	1876
493	1827	1872
494	1830	1867
495	1834	1863
496	1837	1859
497	1840	1855
498	1843	1851
499	1847	1847
500	1850	1843
501	1853	1839
502	1857	1835
503	1860	1830
504	1863	1826
505	1866	1822
506	1870	1818
507	1873	1814
508	1876	1810
509	1880	1806
510	1883	1802
511	1886	1798
512	1890	1794
513	1893	1790
514	1896	1785
515	1899	1781
516	1902	1777
517	1905	1773
518	1909	1769
519	1912	1764
520	1915	1760
521	1918	1756
522	1921	1752
523	1925	1748
524	1928	1744
525	1931	1740
526	1934	1736
527	1937	1732
528	1940	1727
529	1943	1723
530	1947	1719
531	1950	1715
532	1953	1711
533	1956	1707
534	1959	1702
535	1962	1698
536	1965	1694
537	1968	1690
538	1971	1686
539	1974	1682
540	1977	1678
541	1981	1674
542	1984	1669
543	1987	1665
544	1990	1661
545	1993	1657
546	1996	1653
547	1999	1649
548	2002	1645
549	2005	1641
550	2009	1637
551	2012	1633
552	2015	1629
553	2018	1625
554	2021	1621
555	2025	1617
556	2028	1613
557	2031	1608
558	2034	1604
559	2037	1600
560	2040	1596
561	2043	1592
562	2046	1588
563	2049	1584
564	2052	1580
565	2056	1576
566	2059	1572
567	2062	1568
568	2065	1564
569	2068	1560
570	2071	1556
571	2074	1552
572	2077	1548
573	2081	1544
574	2084	1540
575	2087	1536
576	2090	1532
577	2094	1528
578	2097	1524
579	2100	1520
580	2103	1517
581	2106	1513
582	2109	1509
583	2112	1505
584	2115	1501
585	2119	1497
586	2122	1493
587	2125	1489
588	2128	1485
589	2131	1481
590	2134	1477
591	2137	1473
592	2140	1469
593	2144	1465
594	2147	1461
595	2150	1457
596	2153	1453
597	2156	1449
598	2159	1445
599	2162	1441
600	2166	1438
601	2169	1434
602	2172	1430
603	2175	1426
604	2178	1422
605	2181	1418
606	2184	1414
607	2187	1410
608	2191	1406
609	2194	1402
610	2197	1399
611	2200	1395
612	2203	1391
613	2206	1387
614	2209	1383
615	2213	1379
616	2216	1375
617	2219	1371
618	2222	1367
619	2225	1363
620	2228	1360
621	2231	1356
622	2234	1352
623	2237	1348
624	2240	1344
625	2244	1340
626	2247	1336
627	2250	1332
628	2253	1329
629	2256	1325
630	2259	1321
631	2262	1317
632	2265	1313
633	2269	1310
634	2272	1306
635	2276	1302
636	2280	1299
637	2283	1295
638	2286	1292
639	2290	1288
640	2293	1284
641	2296	1280
642	2299	1276
643	2303	1273
644	2307	1269
645	2310	1266
646	2313	1262
647	2317	1258
648	2320	1255
649	2324	1251
650	2327	1247
651	2331	1244
652	2335	1241
653	2339	1237
654	2342	1233
655	2345	1230
656	2348	1226
657	2351	1222
658	2355	1218
659	2357	1214
660	2361	1210
661	2364	1207
662	2367	1203
663	2370	1199
664	2373	1195
665	2376	1191
666	2379	1188
667	2383	1184
668	2386	1180
669	2389	1176
670	2392	1173
671	2395	1169
672	2399	1165
673	2402	1162
674	2406	1158
675	2409	1154
676	2412	1151
677	2416	1147
678	2419	1143
679	2422	1139
680	2425	1136
681	2428	1132
682	2432	1129
683	2435	1125
684	2438	1121
685	2441	1117
686	2445	1114
687	2448	1110
688	2451	1106
689	2454	1102
690	2457	1099
691	2460	1095
692	2464	1091
693	2467	1088
694	2470	1084
695	2473	1080
696	2477	1076
697	2480	1073
698	2483	1069
699	2486	1065
700	2489	1061
701	2492	1058
702	2495	1054
703	2498	1050
704	2501	1046
705	2504	1043
706	2508	1039
707	2511	1035
708	2514	1031
709	2517	1028
710	2520	1024
711	2523	1020
712	2526	1017
713	2529	1013
714	2532	1009
715	2535	1005
716	2539	1002
717	2542	998
718	2545	994
719	2548	991
720	2551	987
721	2554	983
722	2558	980
723	2561	976
724	2564	972
725	2567	968
726	2570	965
727	2573	961
728	2576	957
729	2579	954
730	2582	950
731	2585	946
732	2589	943
733	2592	939
734	2595	935
735	2598	932
736	2601	928
737	2604	924
738	2607	921
739	2610	917
740	2613	913
741	2616	909
742	2620	906
743	2624	902
744	2627	899
745	2630	895
746	2633	891
747	2636	888
748	2639	884
749	2642	880
750	2645	877
751	2648	873
752	2652	869
753	2655	866
754	2658	862
755	2661	858
756	2664	855
757	2667	851
758	2670	848
759	2673	844
760	2676	840
761	2680	837
762	2683	833
763	2685	829
764	2688	825
765	2691	822
766	2694	818
767	2697	814
768	2699	811
769	2702	807
770	2705	803
771	2708	799
772	2710	796
773	2713	792
774	2716	788
775	2719	785
776	2722	781
777	2725	777
778	2728	774
779	2731	770
780	2733	766
781	2736	762
782	2739	759
783	2742	755
784	2745	751
785	2748	748
786	2751	744
787	2754	741
788	2757	737
789	2760	733
790	2763	730
791	2766	726
792	2769	722
793	2771	719
794	2774	715
795	2777	711
796	2780	708
797	2783	704
798	2786	700
799	2789	697
800	2792	693
801	2795	690
802	2798	686
803	2801	682
804	2804	679
805	2807	675
806	2809	671
807	2812	668
808	2815	664
809	2817	660
810	2820	657
811	2823	653
812	2826	650
813	2828	646
814	2831	642
815	2833	639
816	2836	635
817	2839	631
818	2842	628
819	2844	624
820	2847	620
821	2850	617
822	2852	613
823	2855	609
824	2858	606
825	2861	602
826	2863	599
827	2866	595
828	2869	591
829	2872	588
830	2874	584
831	2877	580
832	2880	577
833	2882	573
834	2885	570
835	2888	566
836	2891	563
837	2893	559
838	2896	555
839	2912	554
840	2915	551
841	2918	547
842	2920	543
843	2923	540
844	2926	536
845	2929	533
846	2932	529
847	2934	526
848	2937	522
849	2939	518
850	2942	515
851	2944	511
852	2947	507
853	2949	504
854	2952	500
855	2954	497
856	2957	493
857	2959	489
858	2962	486
859	2965	482
860	2968	479
861	2971	475
862	2973	472
863	2976	468
864	2978	464
865	2981	461
866	2984	457
867	2986	454
868	2989	450
869	2991	447
870	2994	443
871	2997	439
872	2999	436
873	3002	432
874	3005	429
875	3007	425
876	3010	422
877	3013	418
878	3015	415
879	3018	411
880	3020	408
881	3023	404
882	3026	401
883	3029	397
884	3032	393
885	3034	390
886	3037	386
887	3040	383
888	3043	379
889	3045	376
890	3048	372
891	3051	369
892	3053	365
893	3056	362
894	3059	358
895	3061	355
896	3064	351
897	3066	348
898	3069	344
899	3072	341
900	3074	337
901	3077	334
902	3080	330
903	3082	327
904	3085	323
905	3088	320
906	3090	316
907	3093	313
908	3096	309
909	3099	306
910	3101	303
911	3104	299
912	3107	296
913	3109	292
914	3112	289
915	3115	285
916	3117	282
917	3120	278
918	3123	275
919	3126	271
920	3129	268
921	3131	264
922	3134	261
923	3137	258
924	3140	254
925	3142	251
926	3145	247
927	3148	244
928	3152	240
929	3154	237
930	3157	234
931	3160	230
932	3163	227
933	3166	223
934	3168	220
935	3171	216
936	3174	213
937	3176	209
938	3179	206
939	3182	203
940	3185	199
941	3188	196
942	3190	192
943	3193	189
944	3196	186
945	3199	182
946	3202	179
947	3204	175
948	3207	172
949	3210	168
950	3213	165
951	3216	162
952	3219	158
953	3222	155
954	3224	151
955	3228	148
956	3231	145
957	3233	141
958	3236	138
959	3239	134
960	3242	131
961	3246	128
962	3249	124
963	3252	121
964	3255	118
965	3258	114
966	3261	111
967	3264	107
968	3267	104
969	3270	101
970	3273	97
971	3276	94
972	3279	90
973	3282	87
974	3284	84
975	3288	80
976	3291	77
977	3294	74
978	3297	70
979	3300	67
980	3303	63
981	3308	60
982	3312	57
983	3315	53
984	3318	50
985	3323	47
986	3327	43
987	3330	40
988	3334	37
989	3337	33
990	3341	30
991	3345	26
992	3349	23
993	3354	20
994	3358	16
995	3361	13
996	3365	10
997	3369	6
998	3373	3
999	3377	0
